"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study1","G3","T3","Synchronous","1",17.881059,113.695,90.1940290505301,4.395148,3.1687321,-0.245062068518066,1.35630127694514,1.90316145441593,0.366539920461283
"Study1","G3","T3","Synchronous","2",17.882724,111.8434,90.1940290505301,4.5586667,2.7336488,0.0330703450403449,1.2188826103651,1.61124888683134,0.366539920461283
"Study1","G3","T3","Synchronous","3",17.884392,101.351,90.1940290505301,4.6751373,1.9317873,0.231177650728296,0.965619067241593,-0.0429223294813373,0.366539920461283
"Study1","G3","T3","Synchronous","4",17.886057,101.351,90.1940290505301,4.7431434,0.0153013741,0.346850663843582,0.360307531596374,-0.0429223294813373,0.366539920461283
"Study1","G3","T3","Synchronous","5",17.887724,101.351,90.1940290505301,4.7671208,-3.099103,0.387634330377473,-0.623359955250082,-0.0429223294813373,0.366539920461283
"Study1","G3","T3","Synchronous","6",17.889392,101.351,90.1940290505301,4.7564058,-6.0961699,0.369408960366103,-1.56996704646496,-0.0429223294813373,0.366539920461283
"Study1","G3","T3","Synchronous","7",17.891059,101.351,90.1940290505301,4.7321952,-7.8744323,0.328228639022443,-2.13162144192767,-0.0429223294813373,0.366539920461283
"Study1","G3","T3","Synchronous","8",17.892725,101.351,90.1940290505301,4.7479064,-8.1493346,0.354952151231744,-2.21844782093552,-0.0429223294813373,0.366539920461283
"Study1","G3","T3","Synchronous","9",17.894393,101.351,90.1940290505301,4.8218996,-7.6342406,0.480808749302242,-2.05575821496034,-0.0429223294813373,0.366539920461283
"Study1","G3","T3","Synchronous","10",17.89606,101.351,90.1940290505301,4.9352998,-6.8414125,0.673693546723004,-1.80534782152721,-0.0429223294813373,0.366539920461283
"Study1","G3","T3","Synchronous","11",17.897725,101.351,90.1940290505301,5.0341369,-6.1144503,0.841807659494901,-1.57574081023054,-0.0429223294813373,0.366539920461283
"Study1","G3","T3","Synchronous","12",17.899392,101.012345,90.1940290505301,5.0822233,-5.5961487,0.923598833784662,-1.41203810144282,-0.0963127218853987,0.366539920461283
"Study1","G3","T3","Synchronous","13",17.901058,99.0933,90.1940290505301,5.0850123,-5.2675596,0.928342702843151,-1.30825504202699,-0.398858278841744,0.366539920461283
"Study1","G3","T3","Synchronous","14",17.902724,99.0933,90.1940290505301,5.0696689,-5.0397434,0.902244789429015,-1.23630054864761,-0.398858278841744,0.366539920461283
"Study1","G3","T3","Synchronous","15",17.904391,99.0933,90.1940290505301,5.0486748,-4.8410126,0.866535480931047,-1.17353251883726,-0.398858278841744,0.366539920461283
"Study1","G3","T3","Synchronous","16",17.906057,99.0933,90.8473627264877,5.0288275,-4.6921909,0.832776788796033,-1.1265280036739,-0.398858278841744,0.456152785758324
"Study1","G3","T3","Synchronous","17",17.907725,99.0933,98.3607,5.0085783,-4.6017269,0.798334496454992,-1.09795544698534,-0.398858278841744,1.48670073667429
"Study1","G3","T3","Synchronous","18",17.909392,99.0933,98.3607,4.9773654,-4.5233709,0.745243815015149,-1.07320713548144,-0.398858278841744,1.48670073667429
