"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G8","T2","Synchronous","1",16.981342,84.4255153141029,99.5025,4.00485290790455,4.77514767171803,-0.0532829850351582,0.0374733764612957,0.462090145972783,-0.273519441533992
"Study2","G8","T2","Synchronous","2",16.983009,84.4255153141029,99.5025,4.00485290790455,4.77514767171803,-0.0532829850351582,0.0374733764612957,0.462090145972783,-0.273519441533992
"Study2","G8","T2","Synchronous","3",16.984676,84.4255153141029,99.5025,4.00485290790455,4.77514767171803,-0.0532829850351582,0.0374733764612957,0.462090145972783,-0.273519441533992
"Study2","G8","T2","Synchronous","4",16.98634,84.4255153141029,99.5025,4.00485290790455,4.77514767171803,-0.0532829850351582,0.0374733764612957,0.462090145972783,-0.273519441533992
"Study2","G8","T2","Synchronous","5",16.988008,84.4255153141029,99.5025,3.36999038868755,4.77514767171803,-1.40396547326469,0.0374733764612957,0.462090145972783,-0.273519441533992
"Study2","G8","T2","Synchronous","6",16.989675,84.4255153141029,99.090774,3.4498443,4.77514767171803,-1.23407470737196,0.0374733764612957,0.462090145972783,-0.297174128024625
"Study2","G8","T2","Synchronous","7",16.99134,84.4255153141029,98.5222,3.9173954,4.77514767171803,-0.239350552130727,0.0374733764612957,0.462090145972783,-0.329840123654547
"Study2","G8","T2","Synchronous","8",16.993007,84.4255153141029,98.5222,4.2863555,4.77514767171803,0.545619312746547,0.0374733764612957,0.462090145972783,-0.329840123654547
"Study2","G8","T2","Synchronous","9",16.994676,84.4255153141029,98.5222,4.5185942,4.77514767171803,1.03971171178447,0.0374733764612957,0.462090145972783,-0.329840123654547
"Study2","G8","T2","Synchronous","10",16.996342,84.4255153141029,98.5222,4.6315552,4.77514767171803,1.28003845959922,0.0374733764612957,0.462090145972783,-0.329840123654547
"Study2","G8","T2","Synchronous","11",16.998008,84.4255153141029,98.5222,4.6550299,4.42880542479823,1.32998134525822,-1.36972714178408,0.462090145972783,-0.329840123654547
"Study2","G8","T2","Synchronous","12",16.999676,84.4255153141029,98.108358,4.6344243,4.539688,1.28614252624306,-0.919207406822492,0.462090145972783,-0.353616379627346
"Study2","G8","T2","Synchronous","13",17.001343,84.4255153141029,96.9305,4.5904536,4.7700961,1.19259399772315,0.0169486659970305,0.462090145972783,-0.421287262011466
"Study2","G8","T2","Synchronous","14",17.003009,84.4255153141029,96.9305,4.5359502,4.9172485,1.07663694292684,0.614833952538467,0.462090145972783,-0.421287262011466
"Study2","G8","T2","Synchronous","15",17.004674,84.4255153141029,96.9305,4.49971,4.9891483,0.999535205104443,0.906965324675596,0.462090145972783,-0.421287262011466
"Study2","G8","T2","Synchronous","16",17.006341,84.4255153141029,96.9305,4.4751887,5.0125486,0.947365657373902,1.00204155225092,0.462090145972783,-0.421287262011466
"Study2","G8","T2","Synchronous","17",17.008008,84.4255153141029,96.9305,4.4731139,5.0160568,0.942951479592489,1.01629549008846,0.462090145972783,-0.421287262011466
"Study2","G8","T2","Synchronous","18",17.009675,84.4255153141029,96.9305,4.5007594,5.0120732,1.00176782423101,1.00010998562189,0.462090145972783,-0.421287262011466
"Study2","G8","T2","Synchronous","19",17.01134,84.4255153141029,93.963822,4.5444435,5.0031916,1.09470660561763,0.964023737888614,0.462090145972783,-0.591730318822691
"Study2","G8","T2","Synchronous","20",17.013009,84.4255153141029,93.3126,4.5611785,4.9774691,1.13031064705388,0.859512331461931,0.462090145972783,-0.629144648366618
"Study2","G8","T2","Synchronous","21",17.014677,84.4255153141029,93.3126,4.536255,4.9450803,1.07728541091786,0.727915517759038,0.462090145972783,-0.629144648366618
"Study2","G8","T2","Synchronous","22",17.016342,84.4255153141029,93.3126,4.4846773,4.9223937,0.967552840377902,0.635739077947992,0.462090145972783,-0.629144648366618
"Study2","G8","T2","Synchronous","23",17.018008,84.4255153141029,93.3126,4.4152681,4.9136982,0.819883403099346,0.60040896094602,0.462090145972783,-0.629144648366618
"Study2","G8","T2","Synchronous","24",17.019677,84.4255153141029,93.3126,4.34234,4.915702,0.664727436904747,0.608550469594007,0.462090145972783,-0.629144648366618
"Study2","G8","T2","Synchronous","25",17.021342,84.4255153141029,93.3126,4.2714634,4.924106,0.513936077283582,0.642696212022224,0.462090145972783,-0.629144648366618
"Study2","G8","T2","Synchronous","26",17.023007,84.4255153141029,86.989278,4.2110598,4.932767,0.385426231015379,0.677886154331934,0.462090145972783,-0.992435282160266
"Study2","G8","T2","Synchronous","27",17.024675,84.4255153141029,85.9599,4.189389,4.9329657,0.339321178063089,0.678693479298673,0.462090145972783,-1.05157561789412
"Study2","G8","T2","Synchronous","28",17.026341,84.4255153141029,85.9599,4.2146729,4.9240113,0.39311317228298,0.64231144264955,0.462090145972783,-1.05157561789412
"Study2","G8","T2","Synchronous","29",17.028008,84.4255153141029,85.9599,4.260394,4.9033324,0.490385711208029,0.558292357321267,0.462090145972783,-1.05157561789412
"Study2","G8","T2","Synchronous","30",17.029674,84.4255153141029,85.9599,4.3425445,4.8621708,0.665162514674314,0.391051354045046,0.462090145972783,-1.05157561789412
"Study2","G8","T2","Synchronous","31",17.031342,84.4255153141029,85.9599,4.4715394,4.8184871,0.939601699894769,0.213562971309253,0.462090145972783,-1.05157561789412
"Study2","G8","T2","Synchronous","32",17.033009,84.4255153141029,85.9599,4.5902496,4.7992533,1.19215998371341,0.135415377221217,0.462090145972783,-1.05157561789412
"Study2","G8","T2","Synchronous","33",17.034676,84.4255153141029,83.82556,4.6328015,4.8006415,1.28268998734597,0.141055681795094,0.462090145972783,-1.17419877884197
"Study2","G8","T2","Synchronous","34",17.036342,84.4255153141029,81.8554,4.595392,4.8103665,1.2031005407903,0.180568692874866,0.462090145972783,-1.28738938894769
"Study2","G8","T2","Synchronous","35",17.038008,84.4255153141029,81.8554,4.5290957,4.8193479,1.06205385944762,0.217060431457068,0.462090145972783,-1.28738938894769
"Study2","G8","T2","Synchronous","36",17.039676,84.4255153141029,81.8554,4.4773742,4.8239156,0.952015351581186,0.235619154409159,0.462090145972783,-1.28738938894769
"Study2","G8","T2","Synchronous","37",17.04134,84.4255153141029,81.8554,4.4403656,4.8101256,0.873278827655436,0.179589907849766,0.462090145972783,-1.28738938894769
"Study2","G8","T2","Synchronous","38",17.043007,84.4255153141029,81.8554,4.3900144,4.7875361,0.766155659973054,0.0878079886943323,0.462090145972783,-1.28738938894769
"Study2","G8","T2","Synchronous","39",17.044675,84.4255153141029,81.8554,4.335824,4.7615055,0.650864518828942,-0.017955238679772,0.462090145972783,-1.28738938894769
"Study2","G8","T2","Synchronous","40",17.046341,84.4255153141029,81.777756,4.3065364,4.7369196,0.588554574163978,-0.117848600027457,0.462090145972783,-1.29185023057022
"Study2","G8","T2","Synchronous","41",17.048007,84.4255153141029,81.3008,4.324023,4.7190679,0.625757659373362,-0.190380674052427,0.462090145972783,-1.31925254339435
"Study2","G8","T2","Synchronous","42",17.049676,84.4255153141029,81.3008,4.3634699,4.7138815,0.70968171447533,-0.211453196485755,0.462090145972783,-1.31925254339435
"Study2","G8","T2","Synchronous","43",17.051343,84.4255153141029,81.3008,4.3890467,4.6704098,0.764096859202342,-0.388080215895181,0.462090145972783,-1.31925254339435
"Study2","G8","T2","Synchronous","44",17.053008,84.4255153141029,81.3008,4.374966,4.4573365,0.734139893187921,-1.25380439725293,0.462090145972783,-1.31925254339435
"Study2","G8","T2","Synchronous","45",17.054676,84.4255153141029,81.3008,4.4076479,4.47971255227312,0.803671277819844,-1.16288972358823,0.462090145972783,-1.31925254339435
"Study2","G8","T2","Synchronous","46",17.056342,84.4255153141029,81.3008,4.5288208,4.77514767171803,1.0614690042943,0.0374733764612957,0.462090145972783,-1.31925254339435
"Study2","G8","T2","Synchronous","47",17.058008,84.4255153141029,81.3008,4.6489223,4.77514767171803,1.31698730620976,0.0374733764612957,0.462090145972783,-1.31925254339435
"Study2","G8","T2","Synchronous","48",17.059674,84.4255153141029,82.940347,4.6887276,4.39706094121233,1.40167386435629,-1.49870607562999,0.462090145972783,-1.22505647544708
"Study2","G8","T2","Synchronous","49",17.06134,84.4255153141029,83.1025,4.6900583,4.5258697,1.40450495476198,-0.975351637259884,0.462090145972783,-1.21574038081493
"Study2","G8","T2","Synchronous","50",17.063008,84.4255153141029,83.1025,4.5386563,4.7401551,1.08239422386682,-0.104702651713976,0.462090145972783,-1.21574038081493
"Study2","G8","T2","Synchronous","51",17.064675,84.4255153141029,83.1025,4.4252656,4.8283726,0.841153280856077,0.253728099435641,0.462090145972783,-1.21574038081493
"Study2","G8","T2","Synchronous","52",17.066342,84.4255153141029,83.1025,4.4093529,4.8445107,0.80729869883262,0.319297757441452,0.462090145972783,-1.21574038081493
"Study2","G8","T2","Synchronous","53",17.068008,84.4255153141029,83.1025,4.4426513,4.8322079,0.878141699332211,0.269311055877212,0.462090145972783,-1.21574038081493
"Study2","G8","T2","Synchronous","54",17.069677,84.4255153141029,83.326935,4.4970304,4.8367462,0.993834303435332,0.287750325613289,0.462090145972783,-1.20284602980837
"Study2","G8","T2","Synchronous","55",17.071343,84.4255153141029,87.5912,4.5475314,4.8735324,1.10127617356212,0.437213927482986,0.462090145972783,-0.957853360683811
"Study2","G8","T2","Synchronous","56",17.073008,84.4255153141029,87.5912,4.5672805,4.9183775,1.14329277199227,0.619421118554822,0.462090145972783,-0.957853360683811
"Study2","G8","T2","Synchronous","57",17.074676,84.4255153141029,87.5912,4.5490208,4.9508028,1.10444490133715,0.751166233019091,0.462090145972783,-0.957853360683811
"Study2","G8","T2","Synchronous","58",17.076341,84.4255153141029,87.5912,4.5106716,4.9625574,1.02285622456112,0.798925579038454,0.462090145972783,-0.957853360683811
"Study2","G8","T2","Synchronous","59",17.078008,84.4255153141029,87.5912,4.483,4.9560605,0.963984351659588,0.772528449816433,0.462090145972783,-0.957853360683811
"Study2","G8","T2","Synchronous","60",17.079674,84.4255153141029,87.5912,4.4835794,4.9275784,0.965217036548034,0.656804693222574,0.462090145972783,-0.957853360683811
"Study2","G8","T2","Synchronous","61",17.081341,84.4255153141029,88.59076,4.4964229,4.8837861,0.992541835244563,0.47887506493375,0.462090145972783,-0.900426143484564
"Study2","G8","T2","Synchronous","62",17.083008,84.4255153141029,90.0901,4.4894134,4.8654914,0.977628986218728,0.40454306659944,0.462090145972783,-0.814285317685693
"Study2","G8","T2","Synchronous","63",17.084676,84.4255153141029,90.0901,4.4608185,4.8683448,0.916792774419189,0.416136529408184,0.462090145972783,-0.814285317685693
"Study2","G8","T2","Synchronous","64",17.086342,84.4255153141029,90.0901,4.4294091,4.8641963,0.849968658549,0.399281030542944,0.462090145972783,-0.814285317685693
"Study2","G8","T2","Synchronous","65",17.088009,84.4255153141029,90.0901,4.4036228,4.8469122,0.795107798454142,0.329055134933287,0.462090145972783,-0.814285317685693
"Study2","G8","T2","Synchronous","66",17.089677,84.4255153141029,90.0901,4.3855279,4.7990143,0.756610543038263,0.134444311961774,0.462090145972783,-0.814285317685693
"Study2","G8","T2","Synchronous","67",17.091342,84.4255153141029,90.0901,4.3976076,4.6968104,0.782310342221855,-0.28081366573449,0.462090145972783,-0.814285317685693
"Study2","G8","T2","Synchronous","68",17.093008,84.4255153141029,91.37615,4.4566773,4.6293671,0.907982290021472,-0.554838124362418,0.462090145972783,-0.740398534822142
"Study2","G8","T2","Synchronous","69",17.094675,84.4255153141029,91.6031,4.5170349,4.6355099,1.03639427038552,-0.529879715677498,0.462090145972783,-0.727359690787397
"Study2","G8","T2","Synchronous","70",17.096341,84.4255153141029,91.6031,4.5529692,4.6806845,1.11284519994527,-0.346333754718691,0.462090145972783,-0.727359690787397
"Study2","G8","T2","Synchronous","71",17.098007,84.4255153141029,91.6031,4.5692447,4.7282258,1.14747164609977,-0.153171809870682,0.462090145972783,-0.727359690787397
