"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G7","T3","TurnTaking","1",31.164193,109.392,115.163,-1.12129846,-2.5509704,0.793495693744874,-0.227598473885494,0.658010779604233,1.52218760042893
"Study2","G7","T3","TurnTaking","2",31.165859,109.40694,115.163,-1.9367342,-2.8008027,0.435509499256806,-0.360976640427262,0.659600996577891,1.52218760042893
"Study2","G7","T3","TurnTaking","3",31.167525,109.89,115.163,-2.6280608,-3.0419379,0.132008724710949,-0.489711679350101,0.711018012059514,1.52218760042893
"Study2","G7","T3","TurnTaking","4",31.169192,109.89,115.163,-3.0222747,-3.2487304,-0.0410559656781422,-0.600112154006855,0.711018012059514,1.52218760042893
"Study2","G7","T3","TurnTaking","5",31.170858,109.89,115.163,-2.7483765,-3.3723416,0.079188671005469,-0.666104562594646,0.711018012059514,1.52218760042893
"Study2","G7","T3","TurnTaking","6",31.172523,109.89,112.43234,-1.7841219,-3.4283326,0.502508152650477,-0.69599652181225,0.711018012059514,1.24752732406953
"Study2","G7","T3","TurnTaking","7",31.174191,109.89,111.317,-0.584966901,-3.45451,1.02895176265628,-0.709971870943769,0.711018012059514,1.1353421407678
"Study2","G7","T3","TurnTaking","8",31.175858,109.89,111.317,0.313107316,-3.4872801,1.42321725230931,-0.727466870010705,0.711018012059514,1.1353421407678
"Study2","G7","T3","TurnTaking","9",31.177524,109.89,111.317,0.59523929,-3.602664,1.54707661578983,-0.789066963475156,0.711018012059514,1.1353421407678
"Study2","G7","T3","TurnTaking","10",31.179192,109.89,111.317,0.1701904092,-3.7435151,1.36047499429479,-0.864263251038418,0.711018012059514,1.1353421407678
"Study2","G7","T3","TurnTaking","11",31.180859,109.89,111.02096,-0.56513063,-3.8235135,1.03766012656503,-0.906972059780422,0.711018012059514,1.10556529992586
"Study2","G7","T3","TurnTaking","12",31.182526,109.95471,106.383,-1.22110577,-3.8255768,0.74967907235299,-0.908073595374601,0.717905759071926,0.63906146006889
"Study2","G7","T3","TurnTaking","13",31.184192,112.047,106.383,-1.6782136,-3.7830445,0.549003182757571,-0.885366842913833,0.940609579139914,0.63906146006889
"Study2","G7","T3","TurnTaking","14",31.185859,112.047,106.383,-1.7907352,-3.7503392,0.499604833622533,-0.867906438673875,0.940609579139914,0.63906146006889
"Study2","G7","T3","TurnTaking","15",31.187524,112.047,106.383,-1.6373687,-3.7586303,0.566934589977036,-0.872332814753407,0.940609579139914,0.63906146006889
"Study2","G7","T3","TurnTaking","16",31.189192,112.047,106.383,-1.20858732,-3.7806703,0.755174823957388,-0.884099326892071,0.940609579139914,0.63906146006889
"Study2","G7","T3","TurnTaking","17",31.190858,112.047,106.383,-0.54362795,-3.8110445,1.0471000642657,-0.900315224941175,0.940609579139914,0.63906146006889
"Study2","G7","T3","TurnTaking","18",31.192523,112.047,98.023344,0.325463856,-3.8417688,1.42864192345708,-0.916718031152698,0.940609579139914,-0.201784865445647
"Study2","G7","T3","TurnTaking","19",31.194192,112.047,96.7742,1.25768422,-3.8133514,1.83789798639668,-0.901546811458992,0.940609579139914,-0.327428569258165
"Study2","G7","T3","TurnTaking","20",31.195859,112.047,96.7742,-1.07428811789767,-3.7214416,0.814133804935332,-0.852478854228399,0.940609579139914,-0.327428569258165
"Study2","G7","T3","TurnTaking","21",31.197525,112.047,96.7742,-2.78206780618678,-3.6919647,0.064397778360588,-0.836741998436193,0.940609579139914,-0.327428569258165
"Study2","G7","T3","TurnTaking","22",31.199192,111.98028,96.7742,-2.78206780618678,-3.7700101,0.064397778360588,-0.87840815753179,0.933507887273615,-0.327428569258165
"Study2","G7","T3","TurnTaking","23",31.20086,109.823,96.7742,-1.07696401789767,-3.9204104,0.812959052332717,-0.95870248401132,0.703886516929987,-0.327428569258165
"Study2","G7","T3","TurnTaking","24",31.202526,109.823,96.136764,1.27538733,-4.0856443,1.84566986671616,-1.04691603619231,0.703886516929987,-0.391544331719046
"Study2","G7","T3","TurnTaking","25",31.204192,109.823,95.6938,0.56768803,-4.2010991,1.53498127800055,-1.10855398109553,0.703886516929987,-0.436099353090167
"Study2","G7","T3","TurnTaking","26",31.205858,109.823,95.6938,0.06612544997,-4.2197383,1.31478921317573,-1.11850490546282,0.703886516929987,-0.436099353090167
"Study2","G7","T3","TurnTaking","27",31.207524,109.823,95.6938,-0.32862548,-4.0987121,1.14148876010681,-1.05389255285862,0.703886516929987,-0.436099353090167
"Study2","G7","T3","TurnTaking","28",31.209192,109.823,95.6938,-0.84006651,-3.7395904,0.91695993575732,-0.862167968361893,0.703886516929987,-0.436099353090167
"Study2","G7","T3","TurnTaking","29",31.210857,109.823,95.6938,-1.377481,-3.2048647,0.681028446983177,-0.576693538239113,0.703886516929987,-0.436099353090167
"Study2","G7","T3","TurnTaking","30",31.212524,109.823,96.176113,-1.8132265,-2.63645,0.489730879733671,-0.273233535183507,0.703886516929987,-0.387586458086127
"Study2","G7","T3","TurnTaking","31",31.214193,109.823,96.9305,-2.126617,-2.2258206,0.352148643659848,-0.0540104943671427,0.703886516929987,-0.31170731461827
"Study2","G7","T3","TurnTaking","32",31.215859,109.67519,96.9305,-2.1248782,-2.1637843,0.35291199798005,-0.0208911260827573,0.688153587152446,-0.31170731461827
"Study2","G7","T3","TurnTaking","33",31.217525,104.896,96.9305,-1.6552249,-2.2130376,0.559095501288064,-0.0471860241008744,0.179455524345318,-0.31170731461827
"Study2","G7","T3","TurnTaking","34",31.219193,104.896,96.9305,-0.80479422,-2.1934017,0.932444899499502,-0.0367029907204928,0.179455524345318,-0.31170731461827
"Study2","G7","T3","TurnTaking","35",31.22086,104.896,96.9305,0.17586673127,-2.1307583,1.36296696863054,-0.00325950948150752,0.179455524345318,-0.31170731461827
"Study2","G7","T3","TurnTaking","36",31.222524,104.896,99.14075,1.02966892,-1.9920434,1.73779650012622,0.0707963233072259,0.179455524345318,-0.0893918759245595
