"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G8","T1","TurnTaking","1",7.8387917,83.8890443714818,83.7989,4.2229553,3.678943,1.70231179894003,-1.48973202513001,0.0290804162314047,-0.288189634591775
"Study2","G8","T1","TurnTaking","2",7.8404583,83.8890443714818,83.7989,3.36064440195708,3.7043949,0.31380332947675,-1.44169434218363,0.0290804162314047,-0.288189634591775
"Study2","G8","T1","TurnTaking","3",7.842125,83.8890443714818,83.7989,3.05844000254166,3.7222281,-0.172811613056989,-1.40803612383768,0.0290804162314047,-0.288189634591775
"Study2","G8","T1","TurnTaking","4",7.8437917,83.8890443714818,83.7989,3.05844000254166,3.7283174,-0.172811613056989,-1.39654323478949,0.0290804162314047,-0.288189634591775
"Study2","G8","T1","TurnTaking","5",7.8454583,83.8890443714818,83.7989,3.05844000254166,3.7283172,-0.172811613056989,-1.39654361226766,0.0290804162314047,-0.288189634591775
"Study2","G8","T1","TurnTaking","6",7.847125,83.8890443714818,83.7989,3.05844000254166,3.7283637,-0.172811613056989,-1.39645584859356,0.0290804162314047,-0.288189634591775
"Study2","G8","T1","TurnTaking","7",7.8487917,83.8890443714818,83.7989,3.05844000254166,3.7297941,-0.172811613056989,-1.39375612473457,0.0290804162314047,-0.288189634591775
"Study2","G8","T1","TurnTaking","8",7.8504583,91.1051063180112,83.7989,3.05844000254166,3.7331793,-0.172811613056989,-1.38736692925957,2.12396272143299,-0.288189634591775
"Study2","G8","T1","TurnTaking","9",7.852125,93.0233,83.7989,3.05844000254166,3.7296571,-0.172811613056989,-1.39401469727979,2.68083016965114,-0.288189634591775
"Study2","G8","T1","TurnTaking","10",7.8537917,93.0233,83.7989,3.05844000254166,3.7106292,-0.172811613056989,-1.4299277814635,2.68083016965114,-0.288189634591775
"Study2","G8","T1","TurnTaking","11",7.8554583,93.0233,97.0174645383061,3.05844000254166,3.6825589,-0.172811613056989,-1.48290740858799,2.68083016965114,0.402001024861102
"Study2","G8","T1","TurnTaking","12",7.857125,93.0233,97.2872311615368,3.05844000254166,3.6567295,-0.172811613056989,-1.53165758157686,2.68083016965114,0.416086548523405
"Study2","G8","T1","TurnTaking","13",7.8587917,93.0233,97.2872311615368,3.05844000254166,3.6366239,-0.172811613056989,-1.56960470686993,2.68083016965114,0.416086548523405
"Study2","G8","T1","TurnTaking","14",7.8604583,93.0233,97.2872311615368,3.05844000254166,3.6177707,-0.172811613056989,-1.60518806387372,2.68083016965114,0.416086548523405
"Study2","G8","T1","TurnTaking","15",7.862125,93.0233,97.2872311615368,3.05844000254166,3.6015869,-0.172811613056989,-1.63573321976651,2.68083016965114,0.416086548523405
"Study2","G8","T1","TurnTaking","16",7.8637917,93.0233,97.2872311615368,3.62686190144874,3.5848729,0.742471520499797,-1.6672790702832,2.68083016965114,0.416086548523405
"Study2","G8","T1","TurnTaking","17",7.8654583,93.0233,97.2872311615368,4.3298674,3.5720395,1.8744635793188,-1.69150071190226,2.68083016965114,0.416086548523405
"Study2","G8","T1","TurnTaking","18",7.867125,89.817875,97.2872311615368,4.2787018,3.5670842,1.79207581278772,-1.70085329973673,1.75026885200884,0.416086548523405
"Study2","G8","T1","TurnTaking","19",7.8687917,88.9658,97.2872311615368,4.237055,3.5704429,1.72501538869093,-1.69451412011902,1.50290445111659,0.416086548523405
