"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G7","T2","Synchronous","1",23.169042,117.795,111.732,-6.8370116,-4.2528113,-1.70100050849095,-1.76753311226356,1.73935748508157,-0.258067185907972
"Study2","G7","T2","Synchronous","2",23.170709,117.795,111.732,-6.8678125,-4.1873411,-1.71375679423462,-1.72525327412767,1.73935748508157,-0.258067185907972
"Study2","G7","T2","Synchronous","3",23.172374,117.795,111.732,-6.7157439,-3.9489011,-1.65077712434704,-1.57127169769866,1.73935748508157,-0.258067185907972
"Study2","G7","T2","Synchronous","4",23.17404,117.795,111.732,-5.7647707,-3.4484613,-1.25692870193809,-1.2480939200111,1.73935748508157,-0.258067185907972
"Study2","G7","T2","Synchronous","5",23.175708,117.795,111.524,-4.0603572,-2.7610898,-0.551040704140137,-0.804197983245566,1.73935748508157,-0.27833161128676
"Study2","G7","T2","Synchronous","6",23.177375,117.795,111.524,-2.1458431,-2.0154789,0.241861091583117,-0.322691768748607,1.73935748508157,-0.27833161128676
"Study2","G7","T2","Synchronous","7",23.17904,117.795,111.524,-0.653543067,-1.3736945,0.859901656509524,0.0917645877333088,1.73935748508157,-0.27833161128676
"Study2","G7","T2","Synchronous","8",23.180708,117.795,111.524,0.3634490574,-0.93107602,1.28109201581436,0.377602078536083,1.73935748508157,-0.27833161128676
"Study2","G7","T2","Synchronous","9",23.182377,117.795,111.524,0.93789057,-0.65375364,1.51899870288369,0.556693410743119,1.73935748508157,-0.27833161128676
"Study2","G7","T2","Synchronous","10",23.184042,108.28408,112.5236,1.1191833,-0.49053956,1.59408163445811,0.662095026805067,0.636701435771426,-0.180945459322162
"Study2","G7","T2","Synchronous","11",23.185708,107.677,112.994,0.93163453,-0.252804557,1.51640774502649,0.815621324969369,0.56631913475163,-0.135116681927058
"Study2","G7","T2","Synchronous","12",23.187376,107.677,112.994,0.52521974,0.11613464213,1.34808983250785,1.05387765565422,0.56631913475163,-0.135116681927058
"Study2","G7","T2","Synchronous","13",23.189042,107.677,112.994,0.1091888317,0.43454585,1.17578937555773,1.25950364013873,0.56631913475163,-0.135116681927058
"Study2","G7","T2","Synchronous","14",23.190708,107.677,112.994,-0.062460326,0.65071414,1.1047003585718,1.39910242418572,0.56631913475163,-0.135116681927058
"Study2","G7","T2","Synchronous","15",23.192374,107.677,112.91768,0.0634857346,0.76171264,1.15686129988532,1.47078387029902,0.56631913475163,-0.14255216723912
"Study2","G7","T2","Synchronous","16",23.194041,107.677,112.782,0.26394042,0.74111022,1.23988021315151,1.45747908456738,0.56631913475163,-0.1557708077939
"Study2","G7","T2","Synchronous","17",23.195708,107.677,112.782,0.38881534,0.63760078,1.29159753835105,1.39063397994364,0.56631913475163,-0.1557708077939
"Study2","G7","T2","Synchronous","18",23.197375,107.677,112.782,0.40583497,0.499173,1.29864626950928,1.30123904710533,0.56631913475163,-0.1557708077939
"Study2","G7","T2","Synchronous","19",23.199042,107.677,112.782,0.29938045,0.32345582,1.25455780859334,1.18776308509366,0.56631913475163,-0.1557708077939
"Study2","G7","T2","Synchronous","20",23.200709,108.86892,112.782,0.0419952057,0.16697696,1.147960932447,1.0867109900567,0.704505324762031,-0.1557708077939
"Study2","G7","T2","Synchronous","21",23.202377,108.945,111.3463,-0.30418092,0.086932365,1.00459104464933,1.03501918950846,0.713325719869079,-0.295644055468542
"Study2","G7","T2","Synchronous","22",23.204042,108.945,111.317,-0.66968082,0.089389031,0.853218157373823,1.03660567375372,0.713325719869079,-0.298498611543535
"Study2","G7","T2","Synchronous","23",23.205708,108.945,111.317,-1.45693012,0.097964458,0.527176482542661,1.04214357749475,0.713325719869079,-0.298498611543535
"Study2","G7","T2","Synchronous","24",23.207376,108.945,111.317,-2.9348174,0.06680603,-0.0848949972069821,1.0220218535286,0.713325719869079,-0.298498611543535
"Study2","G7","T2","Synchronous","25",23.209041,108.945,111.317,-4.5823182,0.01736450289,-0.767212428442144,0.990093132317995,0.713325719869079,-0.298498611543535
"Study2","G7","T2","Synchronous","26",23.210707,108.945,110.34404,-5.9381467,-0.0308532695,-1.32873289587707,0.958954696633934,0.713325719869079,-0.393289358257695
"Study2","G7","T2","Synchronous","27",23.212375,108.945,109.29,-6.8030544,-0.077590937,-1.68693703157128,0.928772094217121,0.713325719869079,-0.495979333864701
"Study2","G7","T2","Synchronous","28",23.214041,108.945,109.29,-5.00538414170576,-0.117394977,-0.942426465720764,0.903067141912795,0.713325719869079,-0.495979333864701
"Study2","G7","T2","Synchronous","29",23.215708,108.945,109.29,-4.93533116011016,-0.15851137,-0.913413811855789,0.876514688418352,0.713325719869079,-0.495979333864701
"Study2","G7","T2","Synchronous","30",23.217376,106.18422,109.29,-7.1447846,-0.20208436,-1.82846562581505,0.84837579523799,0.393252502155708,-0.495979333864701
"Study2","G7","T2","Synchronous","31",23.219043,106.008,109.29,-6.42056964723525,-0.24637146,-1.52852981623454,0.819775738731241,0.372822296769748,-0.495979333864701
"Study2","G7","T2","Synchronous","32",23.220709,106.008,105.72,-2.67441592022032,-0.28527216,0.0229510619713221,0.794654152125838,0.372822296769748,-0.843787019452549
"Study2","G7","T2","Synchronous","33",23.222376,106.008,104.53,-2.67441592022032,-0.31603096,0.0229510619713221,0.774790502934995,0.372822296769748,-0.959722914648498
"Study2","G7","T2","Synchronous","34",23.224041,106.008,104.53,-2.67441592022032,-0.34830926,0.0229510619713221,0.753945579606491,0.372822296769748,-0.959722914648498
"Study2","G7","T2","Synchronous","35",23.225708,106.008,104.53,-2.67441592022032,-0.51441958,0.0229510619713221,0.646673607895671,0.372822296769748,-0.959722914648498
"Study2","G7","T2","Synchronous","36",23.227375,106.008,104.53,-2.67441592022032,-0.88421614,0.0229510619713221,0.407863604260266,0.372822296769748,-0.959722914648498
"Study2","G7","T2","Synchronous","37",23.22904,106.008,124.43176,-4.05956486654762,-1.4760593,-0.550712556848244,0.0256586773372318,0.372822296769748,0.979208481632958
"Study2","G7","T2","Synchronous","38",23.230707,106.008,125.261,-5.4950255,-2.2090299,-1.14521291281555,-0.447684589162178,0.372822296769748,1.05999728981135
"Study2","G7","T2","Synchronous","39",23.232375,106.008,125.261,-3.4388124,-2.8526279,-0.293626048357528,-0.863312145891584,0.372822296769748,1.05999728981135
"Study2","G7","T2","Synchronous","40",23.234042,103.54594712847,125.261,-1.7619691,-3.4245208,0.400843667857415,-1.23263344387246,0.0873822454904155,1.05999728981135
"Study2","G7","T2","Synchronous","41",23.235708,103.388794817522,125.261,-0.95624407,-4.3182129,0.734537122058757,-1.80976864937554,0.0691626677491816,1.05999728981135
"Study2","G7","T2","Synchronous","42",23.237376,103.388794817522,125.261,-0.86813658,-5.3969971,0.771027105098145,-2.50643402323358,0.0691626677491816,1.05999728981135
"Study2","G7","T2","Synchronous","43",23.239043,103.388794817522,122.247178995104,-1.22404456,-2.35743974996445,0.623626740455107,-0.543525818214015,0.0691626677491816,0.766375410682821
"Study2","G7","T2","Synchronous","44",23.240708,103.388794817522,114.497353553944,-1.8269714,-2.07964112899404,0.373922769026667,-0.36412693553145,0.0691626677491816,0.0113477214951727
"Study2","G7","T2","Synchronous","45",23.242375,103.388794817522,114.497353553944,-1.9303866,-2.07964112899404,0.331093051666487,-0.36412693553145,0.0691626677491816,0.0113477214951727
"Study2","G7","T2","Synchronous","46",23.244041,103.388794817522,114.497353553944,-1.4965818,-2.07964112899404,0.510754619535518,-0.36412693553145,0.0691626677491816,0.0113477214951727
"Study2","G7","T2","Synchronous","47",23.245708,103.388794817522,114.497353553944,-1.03379525,-2.07964112899404,0.702419066682483,-0.36412693553145,0.0691626677491816,0.0113477214951727
"Study2","G7","T2","Synchronous","48",23.247374,103.388794817522,114.497353553944,-0.3394164965,-3.9497429306272,0.989998124241905,-1.57181534141222,0.0691626677491816,0.0113477214951727
"Study2","G7","T2","Synchronous","49",23.24904,103.388794817522,109.559838388486,0.410668932,-4.3138275,1.30064826946857,-1.80693661278239,0.0691626677491816,-0.469690295942564
"Study2","G7","T2","Synchronous","50",23.250708,103.388794817522,107.914,1.03254984,-3.0578942,1.55820212539431,-0.995870560846083,0.0691626677491816,-0.630036301755143
"Study2","G7","T2","Synchronous","51",23.252377,103.388794817522,107.914,1.4204013,-2.5191505,1.71883197873824,-0.647956602545466,0.0691626677491816,-0.630036301755143
"Study2","G7","T2","Synchronous","52",23.254042,103.388794817522,107.914,1.5800358,-2.5325528,1.78494508895738,-0.656611640633767,0.0691626677491816,-0.630036301755143
"Study2","G7","T2","Synchronous","53",23.255708,103.388794817522,107.914,1.36610332638237,-2.7990417,1.69634430900233,-0.828706846651355,0.0691626677491816,-0.630036301755143
"Study2","G7","T2","Synchronous","54",23.257377,103.388794817522,110.00724,-2.67441592022032,-3.3172514,0.0229510619713221,-1.16336020400249,0.0691626677491816,-0.426102139351809
"Study2","G7","T2","Synchronous","55",23.259043,103.388794817522,112.782,-2.67441592022032,-4.13092,0.0229510619713221,-1.68881723184509,0.0691626677491816,-0.1557708077939
"Study2","G7","T2","Synchronous","56",23.260707,103.388794817522,112.782,-2.67441592022032,-4.6135038,0.0229510619713221,-2.00046382756352,0.0691626677491816,-0.1557708077939
"Study2","G7","T2","Synchronous","57",23.262375,103.388794817522,112.782,-2.67441592022032,-4.599106,0.0229510619713221,-1.99116590799839,0.0691626677491816,-0.1557708077939
"Study2","G7","T2","Synchronous","58",23.264041,103.388794817522,112.782,-2.67441592022032,-4.357565,0.0229510619713221,-1.83518174446777,0.0691626677491816,-0.1557708077939
"Study2","G7","T2","Synchronous","59",23.265708,103.388794817522,113.43175,-2.67441592022032,-4.070874,0.0229510619713221,-1.65004027437882,0.0691626677491816,-0.0924688347656915
"Study2","G7","T2","Synchronous","60",23.267374,101.807907689051,115.607,-2.67441592022032,-3.809006,0.0229510619713221,-1.48092918791551,-0.114118734626648,0.119455161893963
"Study2","G7","T2","Synchronous","61",23.269042,101.707,115.607,-2.67441592022032,-3.6614712,0.0229510619713221,-1.38565305521068,-0.125817547544255,0.119455161893963
"Study2","G7","T2","Synchronous","62",23.270709,101.707,115.607,-2.67441592022032,-3.7339723,0.0229510619713221,-1.43247336082567,-0.125817547544255,0.119455161893963
"Study2","G7","T2","Synchronous","63",23.272376,101.707,115.607,-2.67441592022032,-3.9676724,0.0229510619713221,-1.58339396898545,-0.125817547544255,0.119455161893963
"Study2","G7","T2","Synchronous","64",23.274042,101.707,115.8423,-2.67441592022032,-4.1398314,0.0229510619713221,-1.6945721027568,-0.125817547544255,0.142379293103716
"Study2","G7","T2","Synchronous","65",23.275709,101.707,117.417,-2.67441592022032,-4.1245663,0.0229510619713221,-1.68471409167499,-0.125817547544255,0.295794632738222
