"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G9","T3","TurnTaking","1",13.035543,96.4693,92.5283981854242,-3.9709384,-3.5032902,-0.65488755269028,-0.595661330221377,0.823767505954853,-0.0695495258189196
"Study2","G9","T3","TurnTaking","2",13.037208,96.4693,92.5283981854242,-4.0167237,-3.9315612,-0.676932202179872,-0.85240859797802,0.823767505954853,-0.0695495258189196
"Study2","G9","T3","TurnTaking","3",13.038875,96.4693,92.5283981854242,-4.026556,-4.1425812,-0.681666245795979,-0.978914498312171,0.823767505954853,-0.0695495258189196
"Study2","G9","T3","TurnTaking","4",13.040541,96.4693,92.5283981854242,-4.0423866,-4.2132576,-0.68928834346073,-1.02128480261686,0.823767505954853,-0.0695495258189196
"Study2","G9","T3","TurnTaking","5",13.042208,96.4693,92.5283981854242,-4.0586662,-4.2269534,-0.697126625088911,-1.02949539644587,0.823767505954853,-0.0695495258189196
"Study2","G9","T3","TurnTaking","6",13.043875,96.4693,92.5283981854242,-4.0565431,-4.2495358,-0.696104397532657,-1.04303348214251,0.823767505954853,-0.0695495258189196
"Study2","G9","T3","TurnTaking","7",13.045542,96.4693,92.5283981854242,-3.9359835,-4.3279486,-0.638057510767572,-1.09004173662892,0.823767505954853,-0.0695495258189196
"Study2","G9","T3","TurnTaking","8",13.047209,96.4693,92.5283981854242,-3.4803133,-4.4207944,-0.418661987709898,-1.14570253428433,0.823767505954853,-0.0695495258189196
"Study2","G9","T3","TurnTaking","9",13.048874,96.4693,92.5283981854242,-2.4137545,-4.485843,0.0948634212322816,-1.18469898821512,0.823767505954853,-0.0695495258189196
"Study2","G9","T3","TurnTaking","10",13.050541,95.194684,92.5283981854242,-0.94630409,-4.5312254,0.801409625621218,-1.21190561020036,0.506307725234938,-0.0695495258189196
"Study2","G9","T3","TurnTaking","11",13.052208,94.9519,92.5283981854242,0.4603637579,-4.5748811,1.47869031735492,-1.23807708036062,0.445839195574002,-0.0695495258189196
"Study2","G9","T3","TurnTaking","12",13.053877,94.9519,92.5283981854242,-2.04647083096111,-4.6573426,0.271702706924719,-1.2875125191835,0.445839195574002,-0.0695495258189196
"Study2","G9","T3","TurnTaking","13",13.055542,94.9519,92.5283981854242,-2.43740666400124,-4.7880128,0.0834754066276436,-1.36584893894392,0.445839195574002,-0.0695495258189196
"Study2","G9","T3","TurnTaking","14",13.057208,94.9519,92.5283981854242,-2.43740666400124,-4.920685,0.0834754066276436,-1.44538555211003,0.445839195574002,-0.0695495258189196
"Study2","G9","T3","TurnTaking","15",13.058875,94.9519,93.1516296027767,-2.43740666400124,-5.0356448,0.0834754066276436,-1.51430363097096,0.445839195574002,0.0724046209205869
"Study2","G9","T3","TurnTaking","16",13.060541,94.9519,95.2381,-2.43740666400124,-5.1094181,0.0834754066276436,-1.5585305181718,0.445839195574002,0.547642416526761
"Study2","G9","T3","TurnTaking","17",13.062208,94.9519,95.2381,-2.43740666400124,-5.1404297,0.0834754066276436,-1.57712188571422,0.445839195574002,0.547642416526761
"Study2","G9","T3","TurnTaking","18",13.063877,94.9519,95.2381,-2.43740666400124,-5.1459579,0.0834754066276436,-1.58043602616644,0.445839195574002,0.547642416526761
"Study2","G9","T3","TurnTaking","19",13.065541,94.9519,95.2381,-2.36519973072122,-5.1459089,0.118241511357252,-1.58040665080337,0.445839195574002,0.547642416526761
"Study2","G9","T3","TurnTaking","20",13.067207,93.453172,95.2381,0.94408557,-5.1487169,1.71159209583436,-1.5820900389568,0.0725613909341796,0.547642416526761
"Study2","G9","T3","TurnTaking","21",13.068875,93.1677,95.2381,0.54074399,-5.1625583,1.51739169186893,-1.59038791957895,0.00146085671707078,0.547642416526761
"Study2","G9","T3","TurnTaking","22",13.070542,93.1677,92.64753,0.2832306,-5.1096247,1.39340446405942,-1.55865437429448,0.00146085671707078,-0.0424147334821094
"Study2","G9","T3","TurnTaking","23",13.072208,93.1677,90.7716,0.150421206,-4.9003692,1.32945956166378,-1.43320628677969,0.00146085671707078,-0.469697497281636
"Study2","G9","T3","TurnTaking","24",13.073876,93.1677,90.7716,0.0483398474,-4.4941654,1.28030955566276,-1.18968824375934,0.00146085671707078,-0.469697497281636
"Study2","G9","T3","TurnTaking","25",13.075541,93.1677,90.7716,-0.03092041193,-3.9490384,1.24214742424975,-0.862886130540432,0.00146085671707078,-0.469697497281636
"Study2","G9","T3","TurnTaking","26",13.077207,93.1677,90.7716,-0.062625117,-3.3823027,1.22688228215308,-0.523129662054009,0.00146085671707078,-0.469697497281636
"Study2","G9","T3","TurnTaking","27",13.078876,93.1677,90.7716,-0.094671653,-2.8974947,1.21145255572395,-0.232488620782098,0.00146085671707078,-0.469697497281636
"Study2","G9","T3","TurnTaking","28",13.080542,93.1677,90.7716,-0.2188141,-2.5931671,1.15168060422652,-0.0500450749829741,0.00146085671707078,-0.469697497281636
"Study2","G9","T3","TurnTaking","29",13.082209,93.1677,88.692198,-0.40209965,-2.4929721,1.06343250480908,0.0100215475361243,0.00146085671707078,-0.943325315809121
"Study2","G9","T3","TurnTaking","30",13.083875,92.813976,88.1057,-0.57719725,-2.5695922,0.979126729408047,-0.0359119883097318,-0.0866387305118438,-1.07691264923995
"Study2","G9","T3","TurnTaking","31",13.085541,92.7466,88.1057,-0.70523987,-2.8411439,0.917476927449142,-0.19870647364652,-0.103419604269731,-1.07691264923995
"Study2","G9","T3","TurnTaking","32",13.087208,92.7466,88.1057,-0.77488087,-3.352234,0.883946265094528,-0.505103560426782,-0.103419604269731,-1.07691264923995
"Study2","G9","T3","TurnTaking","33",13.088876,92.7466,88.1057,-0.77706899,-4.0234162,0.882892731789271,-0.907475413802081,-0.103419604269731,-1.07691264923995
"Study2","G9","T3","TurnTaking","34",13.090542,92.7466,88.1057,-0.76664129,-4.6413877,0.887913447859333,-1.27794760121723,-0.103419604269731,-1.07691264923995
"Study2","G9","T3","TurnTaking","35",13.092209,92.7466,88.1057,-0.78237302,-5.101856,0.880338953999625,-1.55399706035303,-0.103419604269731,-1.07691264923995
