"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study1","G4","T1","Synchronous","1",10.363209,96.0482,68.5714,-1.6329104,3.1622437,-2.02597543107473,-0.0462302648306809,0.363600256263183,0.430220577259255
"Study1","G4","T1","Synchronous","2",10.364876,96.0482,68.5714,-2.0002835,3.2529816,-2.18471285855042,0.178154872774586,0.363600256263183,0.430220577259255
"Study1","G4","T1","Synchronous","3",10.366543,99.540832,68.5714,-2.1527825,3.3626709,-2.25060581302262,0.449404798928104,0.65140904772156,0.430220577259255
"Study1","G4","T1","Synchronous","4",10.368207,103.986,68.5714,-1.9207638,3.4858123,-2.1503533678538,0.753920331951296,1.01771114594131,0.430220577259255
"Study1","G4","T1","Synchronous","5",10.369875,103.986,68.5714,-1.29414104,3.6064724,-1.87959733013598,1.05229987503049,1.01771114594131,0.430220577259255
"Study1","G4","T1","Synchronous","6",10.371542,103.986,70.94013,-0.3742614682,3.727133,-1.48212860742611,1.35068065455628,1.01771114594131,0.766757435052326
"Study1","G4","T1","Synchronous","7",10.373208,103.986,71.1744,0.57888796,3.8694883,-1.07028438629945,1.70271011059768,1.01771114594131,0.800041300108783
"Study1","G4","T1","Synchronous","8",10.374876,103.986,71.1744,1.319931,3.91295026431423,-0.750088743726933,1.81018690742948,1.01771114594131,0.800041300108783
"Study1","G4","T1","Synchronous","9",10.376542,103.986,71.1744,1.6313163,3.17518126395561,-0.615542960500715,-0.0142370506560491,1.01771114594131,0.800041300108783
"Study1","G4","T1","Synchronous","10",10.378207,103.986,71.1744,1.4839321,3.17518126395561,-0.679225872392091,-0.0142370506560491,1.01771114594131,0.800041300108783
"Study1","G4","T1","Synchronous","11",10.379874,103.986,71.1744,1.00978674,3.17518126395561,-0.884098288733764,-0.0142370506560491,1.01771114594131,0.800041300108783
"Study1","G4","T1","Synchronous","12",10.381543,103.986,71.1744,0.396606456,3.17518126395561,-1.14904599682934,-0.0142370506560491,1.01771114594131,0.800041300108783
"Study1","G4","T1","Synchronous","13",10.383208,109.01608,71.1744,-0.2068878203,3.17518126395561,-1.40980849935378,-0.0142370506560491,1.43221265819309,0.800041300108783
"Study1","G4","T1","Synchronous","14",10.384876,115.418,74.826776,-0.7300995,3.17518126395561,-1.63588187288279,-0.0142370506560491,1.95976003742263,1.31895191572087
"Study1","G4","T1","Synchronous","15",10.38654,115.418,75.188,-1.11543925,3.17518126395561,-1.80238247028397,-0.0142370506560491,1.95976003742263,1.37027274583635
