"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study1","G3","T2","TurnTaking",1,13.29786,95.2587592089145,84.6077482980186,3.3799405,-2.99728581702549,-2.220627092283,-0.232212378702451,-0.0617563992461245,-0.168829949279179
"Study1","G3","T2","TurnTaking",2,13.299524,95.2587592089145,84.6077482980186,3.3511928,-2.99728581702549,-0.299700175694918,0.116102582113217,1.69130833082315,-0.761601689818997
"Study1","G3","T2","TurnTaking",3,13.301192,95.2587592089145,84.6077482980186,3.3415088,-2.99728581702549,1.94033168972026,-1.7672896681473,1.529767814424,-1.55509343468115
"Study1","G3","T2","TurnTaking",4,13.302858,95.2587592089145,84.6077482980186,3.3649684,-2.99728581702549,-0.495605431702482,1.06387139137817,0.191982441612239,-0.682979633881839
"Study1","G3","T2","TurnTaking",5,13.304525,95.2587592089145,87.9272187745734,3.4190098,-7.82616873268102,-0.670734358121098,-0.293601155592266,0.2299078688796,3.07618545962505
"Study1","G3","T2","TurnTaking",6,13.306192,95.2587592089145,96.463,3.4854188,-5.6247223,0.567326552816777,0.13449601293112,-0.778421885295837,-0.0539023727209386
"Study1","G3","T2","TurnTaking",7,13.30786,95.2587592089145,96.463,3.554266,-2.914071,-0.959922755822231,0.0342319142652377,1.78436927413596,-0.0925140058979614
"Study1","G3","T2","TurnTaking",8,13.309524,95.2587592089145,96.463,3.6482572,-0.6144499614,-0.683531692997683,0.995838244298647,-0.821502091550245,-0.89331474137456
"Study1","G3","T2","TurnTaking",9,13.311191,95.2587592089145,96.463,3.7927737,0.86795977,-0.969883830009976,-0.361731292701609,1.02558580724276,-0.0279932611635099
"Study1","G3","T2","TurnTaking",10,13.312859,95.2587592089145,96.463,3.9554044,1.5455568,1.04723577604345,-0.959086515490245,-0.76260015032493,0.293829156615478
"Study1","G3","T2","TurnTaking",11,13.314525,95.2587592089145,96.463,4.0832609,1.603711,-1.61549829278655,-0.908806724758816,-1.12912555541986,0.696756166798945
"Study1","G3","T2","TurnTaking",12,13.316192,95.2587592089145,92.558974,4.134594,1.3231936,-0.192090370457298,1.06157480484412,-0.671958516616709,-1.00021502996486
