"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G10","T3","Synchronous",1,26.181059,119.423,101.051641263995,3.99527175954109,3.5836487,-0.286084817212544,2.1284339972805,1.39377755125739,-0.245121378254706
"Study2","G10","T3","Synchronous",2,26.182726,119.78945,101.051641263995,3.99527175954109,3.9880125,-0.902092183578997,-2.20222575064648,-0.229816634801585,1.1827555448455
"Study2","G10","T3","Synchronous",3,26.184392,121.866,109.060609014879,3.99527175954109,4.3282011,-0.185181784085666,2.09473146138167,-1.49042071071636,-0.0736317129495252
"Study2","G10","T3","Synchronous",4,26.186057,121.866,110.701,3.99527175954109,4.642248,1.24787756863168,-0.118829514474454,-1.10841236064868,0.461885385588337
"Study2","G10","T3","Synchronous",5,26.187724,121.866,110.701,3.99527175954109,4.9267815,-0.211784248058811,-0.746411508227491,1.1336268125512,-0.0736317129495252
"Study2","G10","T3","Synchronous",6,26.189392,121.866,110.701,3.99527175954109,2.93687450395282,-2.38593801813811,-0.370608212938374,-0.0831378809350168,-1.80824836370949
"Study2","G10","T3","Synchronous",7,26.191058,121.866,110.701,3.99527175954109,2.75394956951394,0.686635100184654,0.0514440433697123,1.62974460215967,0.81246361527957
"Study2","G10","T3","Synchronous",8,26.192723,121.866,106.455282156158,3.99527175954109,2.75394956951394,-1.62242627769436,-1.94418615252353,-0.0189724440451163,0.375505937253473
"Study2","G10","T3","Synchronous",9,26.194393,121.866,101.051641263995,3.99527175954109,2.75394956951394,-0.204965171054722,1.50303022658002,-0.0831378809350168,0.259115901162933
"Study2","G10","T3","Synchronous",10,26.19606,121.866,101.051641263995,3.99527175954109,2.75394956951394,0.737954979432503,0.359145083498583,0.682589295353904,-1.18508862983571
"Study2","G10","T3","Synchronous",11,26.197725,121.866,101.051641263995,3.99527175954109,2.75394956951394,1.87238019940456,-1.39735063367692,-0.0831378809350168,-1.58299294036452
"Study2","G10","T3","Synchronous",12,26.199392,120.954257244553,101.051641263995,3.99527175954109,2.75394956951394,-0.211784248058811,-0.0824440503111973,0.822995560467898,-1.18508862983571
"Study2","G10","T3","Synchronous",13,26.20106,115.787714963688,101.051641263995,3.99527175954109,2.75394956951394,0.114402157366622,1.18197405327675,1.39377755125739,-0.0736317129495252
"Study2","G10","T3","Synchronous",14,26.202725,115.787714963688,101.051641263995,3.99527175954109,2.75394956951394,0.0137248037641356,0.440080482875794,-1.83180985699687,0.414449295264861
