"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G10","T2","TurnTaking",1,20.986674,115.99,95.9706808204966,6.2347899,3.6216949,0.858820760245787,1.02521806215477,-0.305615972575127,-0.00282792585516992
"Study2","G10","T2","TurnTaking",2,20.988341,115.99,95.9706808204966,6.1928253,3.8811254,0.0272882301280182,0.635193595166331,-0.31936721387419,-0.657572843627594
"Study2","G10","T2","TurnTaking",3,20.990008,115.99,95.9706808204966,6.1385957,4.0566371,-0.106598031580129,1.6448683627196,-0.383583951381237,-0.0861122067309836
"Study2","G10","T2","TurnTaking",4,20.991675,115.99,95.9706808204966,6.0764827,4.1641787,-0.203465850752105,-1.81615241107937,0.253298927347943,-0.00282792585516992
"Study2","G10","T2","TurnTaking",5,20.993342,115.99,95.9706808204966,6.0062226,4.221368,-1.72994074827247,-0.963614070760813,0.289395213832254,-0.0861122067309836
"Study2","G10","T2","TurnTaking",6,20.995009,115.99,95.9706808204966,5.9333378,4.2319427,-2.13389652809956,1.38557208070342,-2.59407722013666,0.424554687713456
"Study2","G10","T2","TurnTaking",7,20.996676,115.99,95.9706808204966,5.8811891,4.1921448,-1.3653482907472,1.64898084403536,0.919191669598837,-1.94439426790191
"Study2","G10","T2","TurnTaking",8,20.998342,115.99,95.9706808204966,5.8584589,4.1143738,-1.48950813786553,0.770576682815235,1.07181831966618,-0.261027896916571
"Study2","G10","T2","TurnTaking",9,21.000008,114.43988,95.9706808204966,5.8582415,4.0125924,2.10271647556179,0.515992888566492,0.235972709835475,-2.28242426343024
"Study2","G10","T2","TurnTaking",10,21.001675,113.009,95.9706808204966,5.8648221,3.9008759,1.48196703347584,-0.0591007862386378,0.270191989422601,0.680607757226838
"Study2","G10","T2","TurnTaking",11,21.003341,113.009,95.9706808204966,5.8787813,3.7811154,1.02720424263623,-1.26006405925187,1.03442256686843,0.709027854939161
"Study2","G10","T2","TurnTaking",12,21.005007,113.009,95.9706808204966,5.9108644,3.6541384,-0.0756918250118171,-0.4587217978246,0.239726723629843,0.372926366041306
"Study2","G10","T2","TurnTaking",13,21.006675,113.009,95.9706808204966,5.9515171,3.5482882,0.906256076635459,-1.19067143674807,-1.66298072953115,-0.919037742580949
"Study2","G10","T2","TurnTaking",14,21.008342,113.009,95.9706808204966,6.0011353,3.4700625,-0.768065853609952,0.0514913652597179,0.998037510092246,0.511355925315069
"Study2","G10","T2","TurnTaking",15,21.010008,113.009,95.9706808204966,6.1038815,3.3981936,1.36488694110785,-1.08417352669405,-0.989857179171725,-1.65352810119616
"Study2","G10","T2","TurnTaking",16,21.011676,113.009,95.9706808204966,6.2173491,3.3009826,-1.75684635786731,0.818215189305031,-0.99115664548516,0.912799955536503
"Study2","G10","T2","TurnTaking",17,21.013343,113.009,95.9706808204966,5.82048002335032,3.1618192,0.0272882301280182,-0.818556472183593,-0.399033161996522,-1.84184508198995
"Study2","G10","T2","TurnTaking",18,21.015009,113.009,95.9706808204966,5.72242095387686,3.0225712,-1.58183281832486,-0.948277672927663,1.07441725229305,-0.261027896916571
"Study2","G10","T2","TurnTaking",19,21.016676,112.89096,95.9706808204966,6.2106474,2.914069,0.0272882301280182,-1.31004328106157,1.66928405355449,0.511355925315069
"Study2","G10","T2","TurnTaking",20,21.018341,112.782,95.9706808204966,6.0543214,2.8224756,-0.510507648677969,0.0514913652597179,1.17603551800368,1.98193019802436
"Study2","G10","T2","TurnTaking",21,21.020008,112.782,98.0738976984596,5.8352815,2.7055147,1.92597647352318,0.344771601039389,-1.0343278041204,1.33105582689276
"Study2","G10","T2","TurnTaking",22,21.021675,112.782,98.3607,5.5594145,2.5312715,0.0272882301280182,-0.723859515764665,-1.30750450023366,0.911521051139446
"Study2","G10","T2","TurnTaking",23,21.02334,112.782,98.3607,5.2871427,2.2863829,-2.1652228673722,-0.642267157480151,-0.888065651285966,0.400432960612873
"Study2","G10","T2","TurnTaking",24,21.025008,112.782,98.3607,5.0931611,2.0674958,-1.28733379701154,1.58034620955255,0.270191989422601,0.372926366041306
"Study2","G10","T2","TurnTaking",25,21.026676,112.782,98.3607,5.0045441,1.9385279,-0.0877776424731037,0.490442038700873,1.14646544011573,-0.132951373238011
"Study2","G10","T2","TurnTaking",26,21.028342,112.782,98.3607,4.9820291,1.864694,0.605607557368359,1.51647582471655,1.51089354846134,-0.96562640275936
"Study2","G10","T2","TurnTaking",27,21.030008,112.782,96.570978,4.9699519,1.8247166,-1.39875402756511,-0.218476906858692,0.513769730618731,1.05903489164626
"Study2","G10","T2","TurnTaking",28,21.031676,112.782,90.2256,4.9474889,1.8167678,0.0272882301280182,1.34280296517789,0.93609628248517,-1.21699201698994
"Study2","G10","T2","TurnTaking",29,21.033343,111.80804,90.2256,4.9284234,1.819263,0.0272882301280182,0.0514913652597179,1.07282901568774,1.42359031170609
"Study2","G10","T2","TurnTaking",30,21.035008,110.909,90.2256,4.9149838,1.8054992,-1.11359543802909,-0.720018676478336,1.07181831966618,-0.0861122067309836
"Study2","G10","T2","TurnTaking",31,21.036674,110.909,90.2256,4.8936742,1.8243774,0.035647750436171,1.49731192861249,-1.04746685240068,0.372926366041306
"Study2","G10","T2","TurnTaking",32,21.038341,110.909,90.2256,4.8712378,1.9396822,0.0272882301280182,0.0514913652597179,-0.0951024297986258,-1.17190894532129
"Study2","G10","T2","TurnTaking",33,21.040008,110.909,90.2256,4.8711794,2.1560119,-1.53921087415272,-0.45949207929194,0.670860769398453,0.65201849226623
"Study2","G10","T2","TurnTaking",34,21.041674,110.909,90.55866,4.9175018,2.4728457,-0.678926142127106,0.265230415062068,0.706523900444952,-0.848596500393983
"Study2","G10","T2","TurnTaking",35,21.04334,110.909,90.7716,5.0283724,2.8346772,-0.534770571694323,1.60445139326233,-1.38576124933165,-2.28242426343024
"Study2","G10","T2","TurnTaking",36,21.045009,110.909,90.7716,5.144037,3.1333253,-0.480003939614054,0.0514913652597179,0.459284551947853,0.156121620635885
"Study2","G10","T2","TurnTaking",37,21.046676,110.909,90.7716,5.232272,3.2874543,0.676765589105791,1.2591705418228,-0.570851485661844,-0.96562640275936
"Study2","G10","T2","TurnTaking",38,21.048342,110.909,90.7716,5.2398586,3.2861488,0.482870196597721,0.655528465150419,-1.51036563027549,-0.70576859266474
"Study2","G10","T2","TurnTaking",39,21.050008,110.8024,90.7716,5.1278687,3.1404326,1.31403584209549,0.493785640433527,0.0689190959860844,0.680607757226838
"Study2","G10","T2","TurnTaking",40,21.051677,110.704,91.17816,4.9976169,2.8405031,0.0272882301280182,-0.913347570520621,0.355812380963387,-0.0861122067309836
"Study2","G10","T2","TurnTaking",41,21.053341,110.704,93.3126,4.9426557,2.4357599,-1.38056643092634,1.36973240643067,0.706523900444952,0.701354428556833
"Study2","G10","T2","TurnTaking",42,21.055007,110.704,93.3126,4.9445959,2.0180207,0.0272882301280182,-0.647940906482341,-0.872616440670682,0.400432960612873
"Study2","G10","T2","TurnTaking",43,21.056675,110.704,93.3126,4.9440225,1.7218018,0.0272882301280182,1.24691850497647,0.151796169754062,1.33105582689276
"Study2","G10","T2","TurnTaking",44,21.058341,110.704,93.3126,4.895911,1.6999972,-0.212550831471525,-0.798919093523984,0.582785830376734,-1.350651059862
"Study2","G10","T2","TurnTaking",45,21.060007,110.704,93.3126,4.8307714,2.028726,-0.956961666936471,-1.02535197400412,-0.0618938462330592,-0.681713009958239
"Study2","G10","T2","TurnTaking",46,21.061674,110.704,93.3126,4.8265073,2.5858706,0.657375127646576,1.43103960770274,-0.245782768098733,-0.753676757379794
"Study2","G10","T2","TurnTaking",47,21.063343,110.704,92.462454,4.8994297,3.1167081,-0.187342091188073,-0.0153774188995144,-1.83537659378022,-1.63229761153607
"Study2","G10","T2","TurnTaking",48,21.065009,110.704,92.0245,4.9922121,3.5383942,-0.280263515692257,-0.519209328169431,-0.708049706453558,-2.08553050314827
"Study2","G10","T2","TurnTaking",49,21.066676,112.02688,92.0245,5.0598393,3.8437345,0.0272882301280182,-0.573968436026992,-0.262452012111027,1.12610632224733
"Study2","G10","T2","TurnTaking",50,21.068342,113.248,92.0245,5.0986449,3.9720339,0.601674129759344,-1.81152334743763,-0.154444724778833,-1.71684740223022
